raceday,locality,raceName,deelnemer,driver,constructor,driverpunten,turbopunten,inhaalpunten,totaalpunten,positie,afwijking_positie,afwijking_positie_real,turbodriver,inhaalkoning
1,Sakhir,Bahrain Grand Prix,Robbert,Ocon,Alpine,5,0,0,5,7,5,5,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Robbert,Magnussen,Haas,5,0,0,5,5,5,5,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Robbert,Alonso,Alpine,5,0,0,5,9,5,5,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Robbert,Perez,Red Bull,0,0,0,0,18,13,-13,TRUE,FALSE
1,Sakhir,Bahrain Grand Prix,Robbert,Verstappen,Red Bull,0,0,0,0,19,NA,NA,FALSE,TRUE
1,Sakhir,Bahrain Grand Prix,Dylan,Ocon,Alpine,7,0,0,7,7,3,3,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Dylan,Magnussen,Haas,0,0,0,0,5,12,12,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Dylan,Alonso,Alpine,7,0,0,7,9,3,3,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Dylan,Perez,Red Bull,0,0,0,0,18,14,-14,TRUE,FALSE
1,Sakhir,Bahrain Grand Prix,Dylan,Sainz,Ferrari,0,0,1,1,2,NA,NA,FALSE,TRUE
1,Sakhir,Bahrain Grand Prix,Bram,Ocon,Alpine,6,6,0,12,7,4,4,TRUE,FALSE
1,Sakhir,Bahrain Grand Prix,Bram,Magnussen,Haas,5,0,0,5,5,5,5,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Bram,Alonso,Alpine,10,0,0,10,9,0,0,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Bram,Perez,Red Bull,0,0,0,0,18,12,-12,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Bram,Zhou,Alfa Romeo,0,0,7,7,10,NA,NA,FALSE,TRUE
1,Sakhir,Bahrain Grand Prix,Ester,Ocon,Alpine,7,0,0,7,7,3,3,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Ester,Magnussen,Haas,0,0,0,0,5,11,11,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Ester,Alonso,Alpine,9,0,0,9,9,1,-1,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Ester,Perez,Red Bull,0,0,0,0,18,12,-12,TRUE,FALSE
1,Sakhir,Bahrain Grand Prix,Ester,Hulkenberg,Aston Martin,0,0,0,0,17,NA,NA,FALSE,TRUE
1,Sakhir,Bahrain Grand Prix,Eva,Ocon,Alpine,5,0,0,5,7,5,5,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Eva,Magnussen,Haas,0,0,0,0,5,13,13,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Eva,Alonso,Alpine,8,0,0,8,9,2,-2,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Eva,Perez,Red Bull,0,0,0,0,18,13,-13,TRUE,FALSE
1,Sakhir,Bahrain Grand Prix,Eva,Ricciardo,McLaren,0,0,5,5,14,NA,NA,FALSE,TRUE
1,Sakhir,Bahrain Grand Prix,Mattijs,Ocon,Alpine,10,0,0,10,7,0,0,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Mattijs,Magnussen,Haas,0,0,0,0,5,13,13,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Mattijs,Alonso,Alpine,7,0,0,7,9,3,-3,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Mattijs,Perez,Red Bull,0,0,0,0,18,14,-14,TRUE,FALSE
1,Sakhir,Bahrain Grand Prix,Mattijs,Ricciardo,McLaren,0,0,5,5,14,NA,NA,FALSE,TRUE
1,Sakhir,Bahrain Grand Prix,Ines,Ocon,Alpine,5,0,0,5,7,5,5,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Ines,Magnussen,Haas,0,0,0,0,5,14,14,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Ines,Alonso,Alpine,9,0,0,9,9,1,-1,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Ines,Perez,Red Bull,0,0,0,0,18,12,-12,TRUE,FALSE
1,Sakhir,Bahrain Grand Prix,Ines,Alonso,Alpine,0,0,0,0,9,NA,NA,FALSE,TRUE
1,Sakhir,Bahrain Grand Prix,Filip,Ocon,Alpine,4,0,0,4,7,6,6,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Filip,Magnussen,Haas,0,0,0,0,5,10,10,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Filip,Alonso,Alpine,8,0,0,8,9,2,2,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Filip,Perez,Red Bull,0,0,0,0,18,13,-13,TRUE,FALSE
1,Sakhir,Bahrain Grand Prix,Filip,Hamilton,Mercedes,0,0,3,3,3,NA,NA,FALSE,TRUE
1,Sakhir,Bahrain Grand Prix,Matthias,Ocon,Alpine,1,1,0,2,7,9,9,TRUE,FALSE
1,Sakhir,Bahrain Grand Prix,Matthias,Magnussen,Haas,5,0,0,5,5,5,5,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Matthias,Alonso,Alpine,5,0,0,5,9,5,5,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Matthias,Perez,Red Bull,0,0,0,0,18,13,-13,FALSE,FALSE
1,Sakhir,Bahrain Grand Prix,Matthias,Norris,McLaren,0,0,0,0,15,NA,NA,FALSE,TRUE
2,Jeddah,Saudi Arabian Grand Prix,Bram,Leclerc,Ferrari,9,0,0,9,2,1,1,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Bram,Tsunoda,AlphaTauri,0,0,0,0,19,10,-10,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Bram,Hamilton,Mercedes,5,0,0,5,10,5,-5,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Bram,Bottas,Alfa Romeo,0,0,0,0,15,11,-11,TRUE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Bram,Magnussen,Haas,0,0,3,3,9,NA,NA,FALSE,TRUE
2,Jeddah,Saudi Arabian Grand Prix,Dylan,Leclerc,Ferrari,10,10,0,20,2,0,0,TRUE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Dylan,Tsunoda,AlphaTauri,7,0,0,7,19,3,-3,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Dylan,Hamilton,Mercedes,3,0,0,3,10,7,-7,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Dylan,Bottas,Alfa Romeo,3,0,0,3,15,7,-7,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Dylan,Gasly,AlphaTauri,0,0,4,4,8,NA,NA,FALSE,TRUE
2,Jeddah,Saudi Arabian Grand Prix,Filip,Leclerc,Ferrari,9,9,0,18,2,1,-1,TRUE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Filip,Tsunoda,AlphaTauri,1,0,0,1,19,9,-9,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Filip,Hamilton,Mercedes,5,0,0,5,10,5,-5,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Filip,Bottas,Alfa Romeo,3,0,0,3,15,7,-7,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Filip,Stroll,Aston Martin,0,0,0,0,13,NA,NA,FALSE,TRUE
2,Jeddah,Saudi Arabian Grand Prix,Robbert,Leclerc,Ferrari,10,0,0,10,2,0,0,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Robbert,Tsunoda,AlphaTauri,0,0,0,0,19,10,-10,TRUE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Robbert,Hamilton,Mercedes,4,0,0,4,10,6,-6,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Robbert,Bottas,Alfa Romeo,2,0,0,2,15,8,-8,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Robbert,Norris,McLaren,0,0,8,8,7,NA,NA,FALSE,TRUE
2,Jeddah,Saudi Arabian Grand Prix,Ester,Leclerc,Ferrari,9,9,0,18,2,1,-1,TRUE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Ester,Tsunoda,AlphaTauri,1,0,0,1,19,9,-9,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Ester,Hamilton,Mercedes,5,0,0,5,10,5,-5,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Ester,Bottas,Alfa Romeo,2,0,0,2,15,8,-8,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Ester,Stroll,Aston Martin,0,0,0,0,13,NA,NA,FALSE,TRUE
2,Jeddah,Saudi Arabian Grand Prix,Eva,Leclerc,Ferrari,10,10,0,20,2,0,0,TRUE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Eva,Tsunoda,AlphaTauri,3,0,0,3,19,7,-7,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Eva,Hamilton,Mercedes,4,0,0,4,10,6,-6,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Eva,Bottas,Alfa Romeo,1,0,0,1,15,9,-9,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Eva,Bottas,Alfa Romeo,0,0,0,0,15,NA,NA,FALSE,TRUE
2,Jeddah,Saudi Arabian Grand Prix,Mattijs,Leclerc,Ferrari,9,9,0,18,2,1,-1,TRUE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Mattijs,Tsunoda,AlphaTauri,0,0,0,0,19,11,-11,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Mattijs,Hamilton,Mercedes,3,0,0,3,10,7,-7,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Mattijs,Bottas,Alfa Romeo,0,0,0,0,15,10,-10,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Mattijs,Alonso,Alpine,0,0,0,0,16,NA,NA,FALSE,TRUE
2,Jeddah,Saudi Arabian Grand Prix,Ines,Leclerc,Ferrari,10,10,0,20,2,0,0,TRUE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Ines,Tsunoda,AlphaTauri,0,0,0,0,19,11,-11,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Ines,Hamilton,Mercedes,4,0,0,4,10,6,-6,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Ines,Bottas,Alfa Romeo,5,0,0,5,15,5,-5,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Ines,Alonso,Alpine,0,0,0,0,16,NA,NA,FALSE,TRUE
2,Jeddah,Saudi Arabian Grand Prix,Matthias,Leclerc,Ferrari,10,10,0,20,2,0,0,TRUE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Matthias,Tsunoda,AlphaTauri,0,0,0,0,19,10,-10,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Matthias,Hamilton,Mercedes,5,0,0,5,10,5,-5,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Matthias,Bottas,Alfa Romeo,5,0,0,5,15,5,-5,FALSE,FALSE
2,Jeddah,Saudi Arabian Grand Prix,Matthias,Alonso,Alpine,0,0,0,0,16,NA,NA,FALSE,TRUE
3,Melbourne,Australian Grand Prix,Bram,Latifi,Williams,3,0,0,3,16,7,-7,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Bram,Gasly,AlphaTauri,10,10,0,20,9,0,0,TRUE,FALSE
3,Melbourne,Australian Grand Prix,Bram,Albon,Williams,9,0,0,9,10,1,-1,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Bram,Stroll,Aston Martin,7,0,0,7,12,3,-3,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Bram,Hamilton,Mercedes,0,0,0,0,4,NA,NA,FALSE,TRUE
3,Melbourne,Australian Grand Prix,Filip,Latifi,Williams,8,8,0,16,16,2,2,TRUE,FALSE
3,Melbourne,Australian Grand Prix,Filip,Gasly,AlphaTauri,9,0,0,9,9,1,-1,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Filip,Albon,Williams,4,0,0,4,10,6,6,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Filip,Stroll,Aston Martin,8,0,0,8,12,2,2,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Filip,Hamilton,Mercedes,0,0,0,0,4,NA,NA,FALSE,TRUE
3,Melbourne,Australian Grand Prix,Dylan,Latifi,Williams,9,9,0,18,16,1,1,TRUE,FALSE
3,Melbourne,Australian Grand Prix,Dylan,Gasly,AlphaTauri,10,0,0,10,9,0,0,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Dylan,Albon,Williams,6,0,0,6,10,4,4,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Dylan,Stroll,Aston Martin,9,0,0,9,12,1,1,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Dylan,Hamilton,Mercedes,0,0,0,0,4,NA,NA,FALSE,TRUE
3,Melbourne,Australian Grand Prix,Matthias,Latifi,Williams,9,9,0,18,16,1,1,TRUE,FALSE
3,Melbourne,Australian Grand Prix,Matthias,Gasly,AlphaTauri,8,0,0,8,9,2,-2,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Matthias,Albon,Williams,3,0,0,3,10,7,7,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Matthias,Stroll,Aston Martin,9,0,0,9,12,1,-1,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Matthias,Alonso,Alpine,0,0,0,0,17,NA,NA,FALSE,TRUE
3,Melbourne,Australian Grand Prix,Ines,Latifi,Williams,10,0,0,10,16,0,0,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Ines,Gasly,AlphaTauri,10,10,0,20,9,0,0,TRUE,FALSE
3,Melbourne,Australian Grand Prix,Ines,Albon,Williams,3,0,0,3,10,7,7,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Ines,Stroll,Aston Martin,9,0,0,9,12,1,1,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Ines,Perez,Red Bull,0,0,1,1,2,NA,NA,FALSE,TRUE
3,Melbourne,Australian Grand Prix,Robbert,Latifi,Williams,5,0,0,5,16,5,-5,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Robbert,Gasly,AlphaTauri,9,9,0,18,9,1,1,TRUE,FALSE
3,Melbourne,Australian Grand Prix,Robbert,Albon,Williams,9,0,0,9,10,1,-1,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Robbert,Stroll,Aston Martin,10,0,0,10,12,0,0,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Robbert,Hamilton,Mercedes,0,0,0,0,4,NA,NA,FALSE,TRUE
3,Melbourne,Australian Grand Prix,Eva,Latifi,Williams,6,0,0,6,16,4,4,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Eva,Gasly,AlphaTauri,7,0,0,7,9,3,3,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Eva,Albon,Williams,3,0,0,3,10,7,7,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Eva,Stroll,Aston Martin,5,5,0,10,12,5,-5,TRUE,FALSE
3,Melbourne,Australian Grand Prix,Eva,Ricciardo,McLaren,0,0,0,0,6,NA,NA,FALSE,TRUE
3,Melbourne,Australian Grand Prix,Mattijs,Latifi,Williams,8,8,0,16,16,2,2,TRUE,FALSE
3,Melbourne,Australian Grand Prix,Mattijs,Gasly,AlphaTauri,9,0,0,9,9,1,1,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Mattijs,Albon,Williams,3,0,0,3,10,7,7,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Mattijs,Stroll,Aston Martin,9,0,0,9,12,1,1,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Mattijs,Alonso,Alpine,0,0,0,0,17,NA,NA,FALSE,TRUE
3,Melbourne,Australian Grand Prix,Ester,Latifi,Williams,8,8,0,16,16,2,2,TRUE,FALSE
3,Melbourne,Australian Grand Prix,Ester,Gasly,AlphaTauri,10,0,0,10,9,0,0,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Ester,Albon,Williams,7,0,0,7,10,3,3,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Ester,Stroll,Aston Martin,10,0,0,10,12,0,0,FALSE,FALSE
3,Melbourne,Australian Grand Prix,Ester,Ricciardo,McLaren,0,0,0,0,6,NA,NA,FALSE,TRUE
4,Imola,Emilia Romagna Grand Prix,Bram,Verstappen,Red Bull,0,0,0,0,1,16,16,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Bram,Sainz,Ferrari,0,0,0,0,20,18,-18,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Bram,Norris,McLaren,8,0,0,8,3,2,2,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Bram,Ricciardo,McLaren,0,0,0,0,18,15,-15,TRUE,FALSE
4,Imola,Emilia Romagna Grand Prix,Bram,Ocon,Alpine,0,0,0,0,14,NA,NA,FALSE,TRUE
4,Imola,Emilia Romagna Grand Prix,Eva,Verstappen,Red Bull,9,0,0,9,1,1,1,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Eva,Sainz,Ferrari,0,0,0,0,20,16,-16,TRUE,FALSE
4,Imola,Emilia Romagna Grand Prix,Eva,Norris,McLaren,5,0,0,5,3,5,5,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Eva,Ricciardo,McLaren,3,0,0,3,18,7,-7,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Eva,Stroll,Aston Martin,0,0,6,6,10,NA,NA,FALSE,TRUE
4,Imola,Emilia Romagna Grand Prix,Robbert,Verstappen,Red Bull,9,9,0,18,1,1,1,TRUE,FALSE
4,Imola,Emilia Romagna Grand Prix,Robbert,Sainz,Ferrari,0,0,0,0,20,17,-17,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Robbert,Norris,McLaren,7,0,0,7,3,3,3,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Robbert,Ricciardo,McLaren,0,0,0,0,18,11,-11,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Robbert,Perez,Red Bull,0,0,0,0,2,NA,NA,FALSE,TRUE
4,Imola,Emilia Romagna Grand Prix,Dylan,Verstappen,Red Bull,9,0,0,9,1,1,1,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Dylan,Sainz,Ferrari,0,0,0,0,20,17,-17,TRUE,FALSE
4,Imola,Emilia Romagna Grand Prix,Dylan,Norris,McLaren,7,0,0,7,3,3,3,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Dylan,Ricciardo,McLaren,0,0,0,0,18,10,-10,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Dylan,Hamilton,Mercedes,0,0,0,0,13,NA,NA,FALSE,TRUE
4,Imola,Emilia Romagna Grand Prix,Matthias,Verstappen,Red Bull,9,9,0,18,1,1,1,TRUE,FALSE
4,Imola,Emilia Romagna Grand Prix,Matthias,Sainz,Ferrari,0,0,0,0,20,17,-17,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Matthias,Norris,McLaren,4,0,0,4,3,6,6,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Matthias,Ricciardo,McLaren,3,0,0,3,18,7,-7,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Matthias,Alonso,Alpine,0,0,0,0,19,NA,NA,FALSE,TRUE
4,Imola,Emilia Romagna Grand Prix,Ester,Verstappen,Red Bull,9,0,0,9,1,1,1,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Ester,Sainz,Ferrari,0,0,0,0,20,17,-17,TRUE,FALSE
4,Imola,Emilia Romagna Grand Prix,Ester,Norris,McLaren,4,0,0,4,3,6,6,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Ester,Ricciardo,McLaren,5,0,0,5,18,5,-5,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Ester,Bottas,Alfa Romeo,0,0,1,1,5,NA,NA,FALSE,TRUE
4,Imola,Emilia Romagna Grand Prix,Mattijs,Verstappen,Red Bull,10,10,0,20,1,0,0,TRUE,FALSE
4,Imola,Emilia Romagna Grand Prix,Mattijs,Sainz,Ferrari,0,0,0,0,20,17,-17,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Mattijs,Norris,McLaren,8,0,0,8,3,2,2,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Mattijs,Ricciardo,McLaren,0,0,0,0,18,10,-10,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Mattijs,Vettel,Aston Martin,0,0,7,7,8,NA,NA,FALSE,TRUE
4,Imola,Emilia Romagna Grand Prix,Filip,Verstappen,Red Bull,8,0,0,8,1,2,2,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Filip,Sainz,Ferrari,0,0,0,0,20,17,-17,TRUE,FALSE
4,Imola,Emilia Romagna Grand Prix,Filip,Norris,McLaren,3,0,0,3,3,7,7,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Filip,Ricciardo,McLaren,4,0,0,4,18,6,-6,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Filip,Stroll,Aston Martin,0,0,6,6,10,NA,NA,FALSE,TRUE
4,Imola,Emilia Romagna Grand Prix,Ines,Verstappen,Red Bull,9,0,0,9,1,1,1,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Ines,Sainz,Ferrari,0,0,0,0,20,16,-16,TRUE,FALSE
4,Imola,Emilia Romagna Grand Prix,Ines,Norris,McLaren,5,0,0,5,3,5,5,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Ines,Ricciardo,McLaren,2,0,0,2,18,8,-8,FALSE,FALSE
4,Imola,Emilia Romagna Grand Prix,Ines,Hamilton,Mercedes,0,0,0,0,13,NA,NA,FALSE,TRUE
5,Miami,Miami Grand Prix,Bram,Schumacher,Haas,8,0,0,8,15,2,-2,FALSE,FALSE
5,Miami,Miami Grand Prix,Bram,Russell,Mercedes,10,0,0,10,5,0,0,FALSE,FALSE
5,Miami,Miami Grand Prix,Bram,Zhou,Alfa Romeo,4,4,0,8,20,6,-6,TRUE,FALSE
5,Miami,Miami Grand Prix,Bram,Vettel,Aston Martin,1,0,0,1,17,9,-9,FALSE,FALSE
5,Miami,Miami Grand Prix,Bram,Verstappen,Red Bull,0,0,4,4,1,NA,NA,FALSE,TRUE
5,Miami,Miami Grand Prix,Dylan,Schumacher,Haas,10,0,0,10,15,0,0,FALSE,FALSE
5,Miami,Miami Grand Prix,Dylan,Russell,Mercedes,9,9,0,18,5,1,-1,TRUE,FALSE
5,Miami,Miami Grand Prix,Dylan,Zhou,Alfa Romeo,1,0,0,1,20,9,-9,FALSE,FALSE
5,Miami,Miami Grand Prix,Dylan,Vettel,Aston Martin,5,0,0,5,17,5,-5,FALSE,FALSE
5,Miami,Miami Grand Prix,Dylan,Sainz,Ferrari,0,0,0,0,3,NA,NA,FALSE,TRUE
5,Miami,Miami Grand Prix,Matthias,Schumacher,Haas,10,0,0,10,15,0,0,FALSE,FALSE
5,Miami,Miami Grand Prix,Matthias,Russell,Mercedes,9,9,0,18,5,1,-1,TRUE,FALSE
5,Miami,Miami Grand Prix,Matthias,Zhou,Alfa Romeo,1,0,0,1,20,9,-9,FALSE,FALSE
5,Miami,Miami Grand Prix,Matthias,Vettel,Aston Martin,6,0,0,6,17,4,-4,FALSE,FALSE
5,Miami,Miami Grand Prix,Matthias,Vettel,Aston Martin,0,0,5,5,17,NA,NA,FALSE,TRUE
